LOGISTICAL_AREA,YEAR,MONTH,AREA,METHOD,ITEM,ADIPOSE_MODIFIER,DISPOSITION,RETAINABLE,ITEM_GROUP,ESTIMATE,VARIANCE
Prince Rupert,2020,7,Area 4,Angling from shore,Pink,Not Applicable,Kept,Legal Size,SALMON,5.11,15.90
Prince Rupert,2020,7,Area 4,Angling from shore,Pink,Not Applicable,Released,Unspecified,SALMON,20.44,254.34
Central Coast,2020,7,Area 5,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,2.56,3.97
Central Coast,2020,7,Area 6,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,1162.62,133509.28
Central Coast,2020,7,Area 6,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,5054.01,4656532.18
Central Coast,2020,7,Area 6,Angling from shore,Pink,Not Applicable,Kept,Legal Size,SALMON,5.11,15.90
Central Coast,2020,7,Area 6,Angling from shore,Pink,Not Applicable,Released,Unspecified,SALMON,453.89,168622.78
Central Coast,2020,7,Area 7,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,436.81,177867.99
Central Coast,2020,7,Area 7,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,1296.92,728842.03
Central Coast,2020,7,Area 8,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,426.87,148259.94
Central Coast,2020,7,Area 9,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,32.04,360.30
Central Coast,2020,7,Area 9,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,256.28,13291.48
Haida Gwaii,2020,8,Area 1,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,158.09,24361.42
Haida Gwaii,2020,8,Area 1,Angling from shore,Pink,Not Applicable,Kept,Legal Size,SALMON,407.81,103644.34
Central Coast,2020,8,Area 10,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,18.35,318.25
Haida Gwaii,2020,8,Area 101,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,15.66,229.55
Haida Gwaii,2020,8,Area 102,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,5.05,15.36
Prince Rupert,2020,8,Area 104,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,2.52,3.84
Central Coast,2020,8,Area 106,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,18.35,318.25
Port Hardy,2020,8,Area 11,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,11.45,41.39
Port Hardy,2020,8,Area 111,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,5.16,16.29
Port Hardy,2020,8,Area 12,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,1145.21,97067.52
Port Hardy,2020,8,Area 12,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,923.11,181886.20
Port Hardy,2020,8,Area 12,Angling from shore,Pink,Not Applicable,Kept,Legal Size,SALMON,524.42,101411.92
Port Hardy,2020,8,Area 12,Angling from shore,Pink,Not Applicable,Released,Unspecified,SALMON,969.80,145059.43
Barkley,2020,8,Area 123,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,5.05,7.68
Tofino,2020,8,Area 124,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,15.15,137.07
Winter Harbour,2020,8,Area 127,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,36.48,934.48
Campbell River,2020,8,Area 13,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,762.94,34808.42
Campbell River,2020,8,Area 13,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,681.40,64998.00
Campbell River,2020,8,Area 13,Angling from shore,Pink,Not Applicable,Kept,Legal Size,SALMON,843.27,128408.15
Campbell River,2020,8,Area 13,Angling from shore,Pink,Not Applicable,Released,Unspecified,SALMON,1131.94,172490.38
Campbell River,2020,8,Area 14,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,130.20,3465.40
Campbell River,2020,8,Area 14,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,44.10,408.04
Campbell River,2020,8,Area 14,Angling from shore,Pink,Not Applicable,Kept,Legal Size,SALMON,486.53,62816.44
Campbell River,2020,8,Area 14,Angling from shore,Pink,Not Applicable,Released,Unspecified,SALMON,1413.48,302419.04
Sunshine Coast,2020,8,Area 15,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,57.62,1595.34
Sunshine Coast,2020,8,Area 15,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,96.67,6238.72
Sunshine Coast,2020,8,Area 16,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,6.29,33.25
Sunshine Coast,2020,8,Area 16,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,18.35,318.25
Nanaimo,2020,8,Area 17,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,122.17,2481.87
Nanaimo,2020,8,Area 17,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,88.07,2555.84
Nanaimo,2020,8,Area 17,Angling from shore,Pink,Not Applicable,Released,Unspecified,SALMON,57.56,2868.12
Victoria,2020,8,Area 19 (JDF),Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,5.05,7.68
Victoria,2020,8,Area 19 (JDF),Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,10.09,61.45
Victoria,2020,8,Area 20 (East),Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,159.47,7933.00
Victoria,2020,8,Area 20 (East),Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,5.10,7.91
Port Alberni,2020,8,Area 23 (Alberni Canal),Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,34.01,835.27
Barkley,2020,8,Area 23 (Barkley),Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,8.85,37.27
Barkley,2020,8,Area 23 (Barkley),Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,52.10,1589.07
Tahsis/Nootka,2020,8,Area 25,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,57.61,2868.30
Tahsis/Nootka,2020,8,Area 25,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,2.57,4.02
Winter Harbour,2020,8,Area 27,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,49.66,1236.45
Winter Harbour,2020,8,Area 27,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,356.79,121573.29
Vancouver,2020,8,Area 29 (Marine),Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,125.76,13299.92
Haida Gwaii,2020,8,Area 2E,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,5.05,15.36
Haida Gwaii,2020,8,Area 2E,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,2.52,3.84
Haida Gwaii,2020,8,Area 2E,Angling from shore,Pink,Not Applicable,Kept,Legal Size,SALMON,18.86,299.25
Haida Gwaii,2020,8,Area 2W,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,197.62,38064.72
Prince Rupert,2020,8,Area 3,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,440.51,14245.78
Prince Rupert,2020,8,Area 3,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,3152.39,1531739.58
Prince Rupert,2020,8,Area 3,Angling from shore,Pink,Not Applicable,Kept,Legal Size,SALMON,6.29,33.25
Prince Rupert,2020,8,Area 3,Angling from shore,Pink,Not Applicable,Released,Unspecified,SALMON,18.86,299.25
Prince Rupert,2020,8,Area 4,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,455.98,11694.63
Prince Rupert,2020,8,Area 4,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,1365.71,268200.50
Central Coast,2020,8,Area 5,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,7.57,19.20
Central Coast,2020,8,Area 6,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,326.43,26699.35
Central Coast,2020,8,Area 6,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,640.50,75121.87
Central Coast,2020,8,Area 6,Angling from shore,Pink,Not Applicable,Kept,Legal Size,SALMON,97.14,4390.94
Central Coast,2020,8,Area 6,Angling from shore,Pink,Not Applicable,Released,Unspecified,SALMON,119.22,5184.80
Central Coast,2020,8,Area 7,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,328.76,97578.69
Central Coast,2020,8,Area 7,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,85.34,6123.61
Central Coast,2020,8,Area 8,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,2.57,4.02
Central Coast,2020,8,Area 9,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,33.75,366.43
Central Coast,2020,8,Area 9,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,33.37,188.88
Haida Gwaii,2020,9,Area 1,Angling from shore,Pink,Not Applicable,Kept,Legal Size,SALMON,5.87,28.63
Haida Gwaii,2020,9,Area 1,Angling from shore,Pink,Not Applicable,Released,Unspecified,SALMON,82.23,5610.76
Port Hardy,2020,9,Area 12,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,131.96,6006.92
Port Hardy,2020,9,Area 12,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,4.62,16.75
Port Hardy,2020,9,Area 12,Angling from shore,Pink,Not Applicable,Kept,Legal Size,SALMON,253.04,62513.45
Port Hardy,2020,9,Area 12,Angling from shore,Pink,Not Applicable,Released,Unspecified,SALMON,403.43,79334.42
Winter Harbour,2020,9,Area 127,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,2.72,4.69
Campbell River,2020,9,Area 13,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,244.76,27069.61
Campbell River,2020,9,Area 13,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,105.58,5023.84
Campbell River,2020,9,Area 13,Angling from shore,Pink,Not Applicable,Kept,Legal Size,SALMON,130.84,16463.90
Campbell River,2020,9,Area 13,Angling from shore,Pink,Not Applicable,Released,Unspecified,SALMON,381.18,111936.62
Campbell River,2020,9,Area 14,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,17.42,90.46
Campbell River,2020,9,Area 14,Angling from shore,Pink,Not Applicable,Released,Unspecified,SALMON,78.50,5927.01
Sunshine Coast,2020,9,Area 15,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,11.75,57.21
Sunshine Coast,2020,9,Area 16,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,23.88,379.34
Nanaimo,2020,9,Area 17,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,109.51,4173.68
Nanaimo,2020,9,Area 17,Angling from shore,Pink,Not Applicable,Kept,Legal Size,SALMON,171.67,23770.83
Nanaimo,2020,9,Area 17,Angling from shore,Pink,Not Applicable,Released,Unspecified,SALMON,2.92,5.60
Victoria,2020,9,Area 20 (East),Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,31.61,667.94
Victoria,2020,9,Area 20 (East),Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,5.84,22.40
Winter Harbour,2020,9,Area 27,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,13.87,150.78
Winter Harbour,2020,9,Area 27,Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,421.74,173648.46
Vancouver,2020,9,Area 28,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,2.72,4.69
Vancouver,2020,9,Area 28,Angling from shore,Pink,Not Applicable,Kept,Legal Size,SALMON,5.87,28.63
Vancouver,2020,9,Area 29 (Marine),Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,15.52,44.90
Vancouver,2020,9,Area 29 (Marine),Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,8.60,33.32
Haida Gwaii,2020,9,Area 2E,Angling from shore,Pink,Not Applicable,Kept,Legal Size,SALMON,126.52,15628.36
Central Coast,2020,9,Area 6,Angling from shore,Pink,Not Applicable,Released,Unspecified,SALMON,632.61,390709.04
Central Coast,2020,9,Area 8,Angling from shore,Pink,Not Applicable,Released,Unspecified,SALMON,29.85,592.72
Campbell River,2020,10,Area 13,Angling from shore,Pink,Not Applicable,Kept,Legal Size,SALMON,104.90,10690.22
Nanaimo,2020,10,Area 18,Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,38.20,1421.22
Victoria,2020,10,Area 20 (East),Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,2.59,4.13
Haida Gwaii,2020,11,Area 1,Angling from shore,Pink,Not Applicable,Kept,Legal Size,SALMON,59.94,3532.69
Haida Gwaii,2020,11,Area 1,Angling from shore,Pink,Not Applicable,Released,Unspecified,SALMON,659.32,427455.05
Barkley,2020,5,Area 123,Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,11.92,130.18
Nanaimo,2020,6,Area 18,Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,8.36,53.12
Port Alberni,2020,6,Area 23 (Alberni Canal),Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,49.90,1087.18
Port Alberni,2020,6,Area 23 (Alberni Canal),Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,30.52,870.22
Barkley,2020,6,Area 23 (Barkley),Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,27.79,337.08
Vancouver,2020,6,Area 29 (Marine),Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,30.52,870.22
Central Coast,2020,6,Area 6,Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,61.03,3480.89
Haida Gwaii,2020,7,Area 1,Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,5.37,9.07
Haida Gwaii,2020,7,Area 1,Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,38.53,664.95
Haida Gwaii,2020,7,Area 101,Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,2.81,5.10
Haida Gwaii,2020,7,Area 102,Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,2.56,3.97
Prince Rupert,2020,7,Area 103,Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,2.81,5.10
Port Hardy,2020,7,Area 12,Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,8.22,59.29
Barkley,2020,7,Area 123,Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,9.63,83.14
Campbell River,2020,7,Area 13,Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,39.28,935.93
Campbell River,2020,7,Area 14,Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,17.59,96.27
Campbell River,2020,7,Area 14,Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,2.65,4.38
Nanaimo,2020,7,Area 17,Angling from shore,Sockeye,Not Applicable,Released,Unspecified,SALMON,2.81,5.10
Victoria,2020,7,Area 20 (East),Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,5.30,17.52
Victoria,2020,7,Area 20 (East),Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,2.65,4.38
Port Renfrew,2020,7,Area 20 (West),Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,2.65,4.38
Port Alberni,2020,7,Area 23 (Alberni Canal),Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,2039.80,339648.83
Port Alberni,2020,7,Area 23 (Alberni Canal),Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,116.90,2482.07
Port Alberni,2020,7,Area 23 (Alberni Canal),Angling from shore,Sockeye,Not Applicable,Kept,Legal Size,SALMON,106.57,6625.49
Port Alberni,2020,7,Area 23 (Alberni Canal),Angling from shore,Sockeye,Not Applicable,Released,Unspecified,SALMON,9.63,83.14
Barkley,2020,7,Area 23 (Barkley),Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,60.35,1167.44
Barkley,2020,7,Area 23 (Barkley),Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,2.65,4.38
Tahsis/Nootka,2020,7,Area 25,Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,2.56,3.97
Winter Harbour,2020,7,Area 27,Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,9.63,83.14
Vancouver,2020,7,Area 28,Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,5.30,17.52
Prince Rupert,2020,7,Area 3,Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,5.30,17.52
Prince Rupert,2020,7,Area 4,Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,2.65,4.38
Central Coast,2020,7,Area 6,Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,2.65,4.38
Central Coast,2020,7,Area 9,Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,7.67,19.87
Tofino,2020,8,Area 124,Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,7.62,19.43
Kyuquot,2020,8,Area 126,Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,18.86,299.25
Campbell River,2020,8,Area 13,Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,24.47,266.64
Campbell River,2020,8,Area 13,Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,176.34,8309.57
Campbell River,2020,8,Area 14,Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,2.58,4.07
Sunshine Coast,2020,8,Area 15,Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,2.58,4.07
Sunshine Coast,2020,8,Area 16,Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,61.33,2897.53
Nanaimo,2020,8,Area 17,Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,5.05,7.68
Victoria,2020,8,Area 20 (East),Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,8.81,37.09
Victoria,2020,8,Area 20 (East),Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,8.81,37.09
Port Alberni,2020,8,Area 23 (Alberni Canal),Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,12.58,133.00
Tahsis/Nootka,2020,8,Area 25,Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,2.57,4.02
Vancouver,2020,8,Area 28,Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,2.52,3.84
Vancouver,2020,8,Area 29 (Marine),Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,2.52,3.84
Haida Gwaii,2020,8,Area 2W,Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,39.52,1522.59
Haida Gwaii,2020,8,Area 2W,Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,32.20,1004.70
Prince Rupert,2020,8,Area 3,Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,25.88,253.48
Prince Rupert,2020,8,Area 3,Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,2.57,4.02
Prince Rupert,2020,8,Area 4,Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,5.16,8.14
Prince Rupert,2020,8,Area 4,Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,25.79,407.21
Central Coast,2020,8,Area 9,Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,52.10,1655.59
Campbell River,2020,9,Area 13,Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,2.72,4.69
Campbell River,2020,9,Area 14,Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,2.72,4.69
Nanaimo,2020,9,Area 17,Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,17.51,201.58
Port Alberni,2020,9,Area 23 (Alberni Canal),Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,26.17,658.56
Vancouver,2020,9,Area 28,Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,2.72,4.69
Vancouver,2020,9,Area 29 (Marine),Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,8.60,33.32
Vancouver,2020,9,Area 29 (Marine),Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,8.36,14.98
Central Coast,2020,9,Area 6,Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,11.75,114.51
Victoria,2020,10,Area 20 (East),Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,2.59,4.13
Victoria,2020,10,Area 20 (East),Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,5.19,16.53
Haida Gwaii,2020,11,Area 1,Angling from shore,Sockeye,Not Applicable,Released,Unspecified,SALMON,59.94,3532.69
Victoria,2020,11,Area 19 (JDF),Angling from boat,Sockeye,Not Applicable,Kept,Legal Size,SALMON,5.32,17.62
Victoria,2020,11,Area 19 (JDF),Angling from boat,Sockeye,Not Applicable,Released,Unspecified,SALMON,13.29,110.15
Vancouver,2020,2,Area 28,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,15.49,224.50
Nanaimo,2020,3,Area 17,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,10.03,90.58
Vancouver,2020,4,Area 29 (Marine),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,7.91,38.83
Campbell River,2020,5,Area 13,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,2.67,4.44
Campbell River,2020,5,Area 14,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,38.57,720.60
Sunshine Coast,2020,5,Area 16,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,2.67,4.44
Haida Gwaii,2020,6,Area 1,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,4.18,13.28
Port Hardy,2020,6,Area 11,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,10.68,71.35
Port Hardy,2020,6,Area 12,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,122.07,13923.56
Campbell River,2020,6,Area 14,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,2.67,4.46
Sunshine Coast,2020,6,Area 16,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,2.67,4.46
Nanaimo,2020,6,Area 17,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,7.37,39.56
Nanaimo,2020,6,Area 17,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,12.71,57.40
Nanaimo,2020,6,Area 18,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,8.36,26.56
Victoria,2020,6,Area 19 (GS),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,2.67,4.46
Port Alberni,2020,6,Area 23 (Alberni Canal),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,4.18,13.28
Barkley,2020,6,Area 23 (Barkley),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,8.01,40.13
Tahsis/Nootka,2020,6,Area 25,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,4.18,13.28
Vancouver,2020,6,Area 28,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,2.67,4.46
Vancouver,2020,6,Area 29 (Marine),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,35.86,452.82
Prince Rupert,2020,6,Area 3,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,4.18,13.28
Prince Rupert,2020,6,Area 3,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,20.89,332.02
Prince Rupert,2020,6,Area 4,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,15.21,70.85
Prince Rupert,2020,6,Area 4,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,22.05,230.33
Haida Gwaii,2020,7,Area 1,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,7.67,35.77
Prince Rupert,2020,7,Area 103,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,2.81,5.10
Port Hardy,2020,7,Area 12,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,2.65,4.38
Port Hardy,2020,7,Area 12,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,22.60,136.43
Port Renfrew,2020,7,Area 121,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,21.21,280.31
Barkley,2020,7,Area 123,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,2.65,4.38
Barkley,2020,7,Area 123,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,5.30,17.52
Tahsis/Nootka,2020,7,Area 125,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,2.81,5.10
Winter Harbour,2020,7,Area 127,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,7.67,35.77
Campbell River,2020,7,Area 13,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,9.63,83.14
Campbell River,2020,7,Area 13,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,26.52,78.79
Campbell River,2020,7,Area 14,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,5.46,9.48
Campbell River,2020,7,Area 14,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,8.28,14.57
Sunshine Coast,2020,7,Area 15,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,19.26,332.58
Sunshine Coast,2020,7,Area 15,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,53.77,1569.96
Sunshine Coast,2020,7,Area 16,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,2.65,4.38
Sunshine Coast,2020,7,Area 16,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,196.83,36736.79
Nanaimo,2020,7,Area 17,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,2.65,4.38
Nanaimo,2020,7,Area 17,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,65.19,725.90
Nanaimo,2020,7,Area 17,Angling from shore,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,2.81,5.10
Victoria,2020,7,Area 19 (JDF),Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,2.65,4.38
Victoria,2020,7,Area 20 (East),Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,5.21,8.35
Victoria,2020,7,Area 20 (East),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,20.24,153.22
Port Alberni,2020,7,Area 23 (Alberni Canal),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,77.67,5877.19
Barkley,2020,7,Area 23 (Barkley),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,281.47,72078.66
Tofino,2020,7,Area 24,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,5.21,8.35
Tofino,2020,7,Area 24,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,32.33,198.23
