FISHERY,ESTIMATE_TYPE,LICENCE_AREA,CALENDAR_YEAR,MGMT_AREA,BOAT_DAYS,SOCKEYE_KEPT,COHO_KEPT,PINK_KEPT,CHUM_KEPT,CHINOOK_KEPT,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2000,23,237,"5,236",0,0,5,34,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2000,29,203,"3,793",0,491,36,61,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2000,101,236,"1,163","5,739","66,334","2,045",381,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2000,123,450,0,0,51,21,"9,085",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2000,124,107,0,5,0,10,"1,782",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2000,125,305,0,0,1,161,"9,132",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2000,126,473,0,0,9,184,"13,164",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2000,127,44,0,0,0,158,"1,283",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2000,142,663,0,0,0,0,"9,567",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2001,2,33,0,700,0,500,0,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2001,11,34,616,0,"2,679",23,19,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2001,12,243,"4,350",0,"16,400",39,93,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2001,12,360,"19,127",0,"34,221",348,341,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2001,13,500,"15,787",0,"59,693","6,567",269,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2001,14,55,0,0,0,"1,636",1,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2001,16,0,0,0,0,0,0,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2001,18,15,219,0,154,22,9,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2001,23,309,"23,154",0,6,0,"2,033",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2001,24,3,0,0,0,0,26,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2001,29,146,"24,797",0,64,64,49,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2001,101,518,"2,902",27,"175,163","2,362","1,448",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2001,103,229,117,"8,221",989,2,0,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2001,104,311,665,0,"1,709",45,"2,300",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2001,106,6,1,0,767,14,0,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2001,108,15,2,0,980,285,0,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2001,121,5,679,0,0,0,0,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2001,123,"1,875","13,899",0,"3,818",55,"49,150",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2001,124,189,277,0,882,7,"2,220",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2001,125,170,611,0,784,59,"2,416",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2001,126,77,64,0,538,51,"2,322",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2001,127,29,124,0,"2,185",107,202,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2001,142,486,0,0,257,84,"9,603",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2002,2,37,0,"1,318",3,110,0,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2002,12,151,"25,151",0,"5,433",31,129,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2002,13,801,"78,986",6,"12,366","32,499",302,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2002,14,32,0,0,0,"2,056",0,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2002,17,0,0,0,0,0,0,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2002,18,310,"18,888",0,93,27,138,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2002,19,0,0,0,0,0,0,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2002,23,624,"52,819",5,0,0,"1,103",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2002,25,1,,,,,,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2002,27,7,0,0,0,0,8,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2002,29,22,0,0,0,903,0,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2002,101,"2,431","1,912","93,244","33,070",518,"52,851",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2002,102,139,0,"9,191",27,13,66,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2002,103,74,0,"4,037",183,3,260,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2002,104,24,0,"4,308",183,3,0,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2002,105,30,0,"1,584",44,0,163,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2002,106,94,0,"4,773",871,41,100,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2002,107,62,7,"4,264",250,75,382,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2002,123,"1,584","24,379",0,32,114,"85,452",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2002,124,906,"79,022",0,64,104,"10,489",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2002,125,246,"5,300",0,30,82,"3,819",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2002,126,"1,072","25,397",0,450,"1,312","29,005",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2002,127,293,"11,417",0,917,585,"4,586",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2002,142,"1,513",0,"1,426",49,326,"49,681",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2003,2,95,0,"11,385",686,0,0,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2003,12,"1,103","104,476",3,"78,408","8,184",720,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2003,13,823,"18,859",0,"29,834","76,884",280,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2003,14,17,0,0,0,729,1,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2003,17,0,0,0,0,0,0,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2003,18,24,16,0,"1,016",0,8,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2003,23,203,14,242,0,1,"3,901",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2003,27,7,0,0,0,0,21,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2003,29,15,18,0,3,21,9,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2003,101,"3,080","3,283","130,384","94,287",187,"86,966",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2003,102,203,0,"14,004",6,2,"1,740",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2003,103,196,28,"22,261","3,307",5,0,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2003,105,211,0,"29,497","4,913",2,"1,050",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2003,106,119,274,"12,023","22,185","3,754",0,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2003,107,93,12,"8,689",463,16,0,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2003,123,"1,501",0,31,"1,284",209,"91,875",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2003,124,82,0,1,93,33,"1,495",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2003,125,37,0,0,0,30,"1,329",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2003,126,"1,413",1,9,108,"3,003","49,942",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2003,127,215,0,0,159,217,"6,744",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2003,142,"1,182",0,457,"2,645",4,"50,106",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2004,2,8,0,0,654,60,0,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2004,12,550,"88,537",3,"2,937","6,116",316,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2004,13,833,"58,071",7,"6,302","97,169",295,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2004,14,57,0,0,0,"2,908",64,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2004,15,0,0,0,0,0,0,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2004,16,0,0,0,0,0,0,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2004,17,9,0,0,0,0,8,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2004,18,12,1,0,0,0,0,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2004,19,2,,,,,,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2004,20,4,0,0,0,0,0,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2004,23,325,0,49,0,2,"3,476",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2004,24,4,0,0,0,0,30,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2004,25,14,0,118,0,4,180,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2004,27,11,0,0,0,0,210,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2004,29,1,,,,,,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2004,101,"3,348","2,203","155,393","30,238",56,"118,277",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2004,102,72,2,"16,366",91,0,0,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2004,103,344,234,"24,799","2,296",0,0,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2004,104,192,49,"22,254","2,787",0,0,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2004,105,127,1,"15,671",219,27,0,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2004,106,230,2,"22,763","1,065",0,0,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2004,107,124,4,"9,735",205,0,0,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2004,108,22,0,"1,050",1,0,0,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2004,123,836,0,15,1,111,"61,252",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2004,124,178,0,35,0,93,"10,765",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2004,125,285,0,7,2,545,"13,802",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2004,126,"1,444",0,7,55,"2,343","66,521",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2004,127,279,10,2,3,464,"13,616",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2004,142,"1,039",140,"2,710",573,0,"51,029",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2005,1,565,100,"18,671","2,606",1,"14,813",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2005,2,206,0,"6,282",20,0,"5,014",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2005,3,114,0,"8,623",8,0,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2005,6,316,0,"41,430","2,344",0,22,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2005,7,33,0,"1,695",45,0,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2005,8,24,0,"1,133",84,0,0,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2005,12,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2005,12,95,"1,893",0,"2,121","6,725",0,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2005,13,628,"18,283",4,"19,876","41,909",0,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2005,14,28,1,0,0,383,0,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2005,16,1,,,,,,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2005,17,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2005,18,0,,,,,,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2005,23,199,0,7,0,0,"2,546",
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2005,24,1,,,,,,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2005,25,22,0,0,0,1,342,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2005,26,15,0,0,0,0,287,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2005,27,4,0,0,0,0,28,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2005,29,2,,,,,,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2005,101,"3,840",107,"181,516","36,943",52,"122,336",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2005,102,98,0,"14,845",0,0,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2005,104,135,0,"27,341","1,416",0,72,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2005,105,26,0,"3,003",45,0,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2005,106,34,0,"3,776",105,0,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2005,107,4,,,,,,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2005,108,5,0,65,8,1,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2005,109,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2005,110,11,,,,,,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2005,123,706,0,479,6,226,"30,874",
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2005,124,338,0,948,8,697,"7,581",
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2005,125,643,0,29,6,167,"17,630",
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2005,126,"2,605",0,346,37,821,"73,665",
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2005,127,350,0,201,14,342,"7,441",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2005,130,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2005,142,377,0,0,40,0,"13,012",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2006,1,924,"1,814","29,769","4,716",5,"18,072",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2006,2,122,0,"2,425",946,0,"3,828",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2006,3,30,3,"1,165",36,0,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2006,6,151,0,"9,297",396,0,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2006,7,23,0,"1,186",32,0,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2006,8,1,,,,,,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2006,9,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2006,10,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2006,11,16,"4,553",0,18,1,0,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2006,12,212,"71,751",0,252,46,10,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2006,12,693,"173,924",0,839,"5,591",2,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2006,13,667,"42,504",0,969,"62,298",3,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2006,14,17,0,0,0,695,0,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2006,18,7,172,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2006,23,207,0,4,0,1,"2,013",
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2006,24,22,0,0,0,0,229,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2006,25,16,0,0,0,0,116,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2006,26,12,,,,,,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2006,27,8,0,0,0,1,41,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2006,29,8,45,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2006,101,"4,031","9,299","81,853","30,160",155,"98,433",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2006,102,26,2,"2,024",126,0,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2006,104,75,97,"8,415",960,0,73,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2006,105,2,,,,,,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2006,106,11,76,252,68,0,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2006,107,1,,,,,,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2006,108,0,,,,,,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2006,109,0,,,,,,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2006,110,0,,,,,,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2006,111,2,,,,,,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2006,123,"1,167","5,812",572,4,122,"51,410",
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2006,124,377,"84,111",30,5,49,"1,625",
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2006,125,608,"4,147","1,218",1,333,"14,059",
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2006,126,"1,639",626,769,58,651,"27,673",
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2006,127,580,"6,581",51,25,485,"8,658",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2006,142,268,0,"1,877",662,0,"8,886",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2007,1,667,466,"18,573","6,075",44,"9,857",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2007,2,90,0,"1,338",266,0,"2,013",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2007,6,265,1,"26,516","4,235",4,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2007,7,34,0,"1,668",6,0,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2007,8,1,,,,,,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2007,12,5,0,0,1,145,0,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2007,13,457,0,0,"1,844","40,011",0,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2007,14,4,0,0,0,268,0,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2007,16,2,,,,,,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2007,17,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2007,18,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2007,23,248,0,0,0,2,"2,787",
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2007,24,18,0,0,0,3,234,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2007,25,5,0,0,0,0,41,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2007,26,4,0,0,0,0,66,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2007,27,12,0,0,0,0,48,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2007,29,5,,,,,,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2007,101,"2,772","2,675","95,527","63,973",668,"59,218",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2007,102,54,0,"5,930",4,1,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2007,104,311,280,"36,586","6,094",21,130,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2007,105,10,0,510,18,0,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2007,106,0,,,,,,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2007,107,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2007,108,1,,,,,,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2007,109,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2007,110,1,,,,,,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2007,123,"1,443",1,"1,354",45,141,"36,643",
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2007,124,259,0,13,1,58,"5,561",
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2007,125,212,0,6,76,262,"5,967",
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2007,126,854,45,43,532,313,"14,495",
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2007,127,557,0,10,81,92,"8,600",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2007,142,246,9,"2,088","1,309",12,"6,069",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2008,1,809,150,"19,127","9,449",0,"4,618",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2008,2,21,0,98,0,0,87,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2008,6,245,0,"12,638",683,0,9,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2008,7,26,0,"1,087",9,0,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2008,8,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2008,12,3,,,,,,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2008,13,345,160,5,261,"21,262",0,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2008,14,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2008,18,9,341,0,7,0,0,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2008,23,79,0,0,0,0,772,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2008,24,11,0,0,0,0,72,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2008,25,2,,,,,,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2008,26,4,0,0,0,0,83,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2008,27,4,,,,,,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2008,29,4,,,,,,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2008,101,"2,897",303,"39,824","21,911",54,"38,370",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2008,102,42,0,"1,312",1,0,59,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2008,104,10,141,722,73,0,5,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2008,105,19,0,"1,277",11,0,1,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2008,106,2,,,,,,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2008,107,1,,,,,,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2008,108,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2008,109,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2008,110,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2008,123,"1,511",1,242,5,77,"69,250",
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2008,124,306,0,35,0,14,"4,009",
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2008,125,129,0,1,0,14,"1,348",
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2008,126,749,0,24,5,80,"10,358",
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2008,127,523,0,8,1,126,"5,301",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2008,142,226,0,449,186,0,"2,707",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2009,1,751,2,"34,447","10,302",1,"4,904",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2009,2,11,0,982,0,0,92,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2009,3,376,0,"25,903",458,0,4,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2009,12,1,,,,,,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2009,13,429,0,6,"16,542","67,939",0,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2009,14,1,,,,,,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2009,18,3,,,,,,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2009,23,128,0,0,0,0,778,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2009,24,2,,,,,,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2009,25,26,0,0,0,0,240,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2009,26,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2009,27,24,0,0,0,0,32,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2009,29,3,,,,,,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2009,101,"3,465",685,"101,854","51,220",79,"59,419",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2009,102,200,0,"28,920",79,0,0,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2009,104,106,0,"12,296",624,0,21,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2009,105,69,0,"8,074",736,0,0,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2009,123,608,0,0,0,1,"20,669",
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2009,124,426,0,0,2,65,"10,318",
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2009,125,43,0,0,1,2,312,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2009,126,880,16,0,62,22,"10,025",
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2009,127,442,0,0,33,78,"6,609",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2009,142,346,0,"7,960","1,637",0,"6,925",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2010,1,773,112,"17,064","2,954",6,"10,568",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2010,2,137,0,993,113,0,"3,294",
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2010,3,406,90,"13,579","1,299",0,16,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2010,12,389,"131,095",0,"1,348",64,0,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2010,13,566,"139,561",0,"2,442",325,0,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2010,18,30,"3,279",0,8,0,0,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2010,23,67,0,0,0,0,815,
