Stock,Region,Catch.Year,CWTs,Ages,SEAK.Troll,SEAK.Net,SEAK.Sport,NBC.Troll,NBC.Sport,WCVI.Troll,WCVI.Sport,ISBM.NCBC.Troll,ISBM.NCBC.Net,ISBM.NCBC.Sport,ISBM.SBC.Troll,ISBM.SBC.Net,ISBM.SBC.Sport,ISBM.NF.Troll,ISBM.NF.Sport,ISBM.SF.Troll,ISBM.SF.Sport,ISBM.WAC.Net,ISBM.PS.Net,ISBM.PS.Sport,Term.SEAK.Troll,Term.SEAK.Net,Term.SEAK.Sport,Term.CAN.Net,Term.CAN.Sport,Term.SUS.Troll,Term.SUS.Net,Term.SUS.Sport,Stray,Escapement
Lower Shuswap,Fraser,1981,140,"2,3",13.57,0.00,0.00,4.29,0.00,0.71,0.00,2.14,6.43,0.00,1.43,4.29,0.00,0.00,0.00,0.00,0.00,0.00,2.86,0.00,0.00,0.00,0.00,1.43,0.00,0.00,0.00,0.00,0.00,62.86
Lower Shuswap,Fraser,1982,385,"3,4",28.57,1.04,0.52,12.73,0.00,6.23,0.00,1.30,4.42,0.00,0.78,11.95,4.68,0.00,0.00,0.00,0.00,0.00,10.39,0.00,0.00,0.00,0.00,0.78,0.00,0.00,1.56,0.00,0.00,15.06
Lower Shuswap,Fraser,1983,170,"4,5",30.59,1.76,0.00,22.35,0.00,0.00,0.00,7.06,4.12,0.00,0.00,14.12,0.00,0.00,0.00,0.00,0.00,0.00,2.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.65
Lower Shuswap,Fraser,1987,632,"2,3",7.75,2.22,0.16,11.71,0.00,2.22,0.00,2.69,0.79,0.63,0.79,8.23,4.59,0.00,0.00,0.00,0.00,0.00,2.85,0.00,0.00,0.00,0.00,0.79,7.28,0.00,0.00,0.00,0.32,46.99
Lower Shuswap,Fraser,1988,2072,"2,3,4",7.67,0.19,0.05,9.65,0.29,5.07,0.05,1.64,1.35,0.00,0.00,6.32,2.80,0.00,0.10,0.00,0.00,0.10,1.16,0.19,0.00,0.00,0.00,0.87,1.45,0.00,0.29,0.00,0.24,60.52
Lower Shuswap,Fraser,1989,1682,"2,3,4,5",5.11,4.04,0.00,7.19,0.00,1.13,0.00,0.54,0.24,0.00,0.00,12.31,0.42,0.00,0.00,0.00,0.00,0.00,0.89,0.12,0.00,0.00,0.00,1.13,0.42,0.00,0.48,0.00,0.00,65.99
Lower Shuswap,Fraser,1990,1252,"2,3,4,5",27.72,0.00,0.80,19.41,0.32,3.75,3.04,1.76,1.12,0.88,0.00,2.08,1.76,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.00,7.59,1.52,0.00,0.00,0.00,1.12,26.68
Lower Shuswap,Fraser,1991,631,"2,3,4,5",34.07,0.00,0.63,22.19,0.48,3.01,0.00,1.27,1.27,0.00,0.00,5.39,1.27,0.00,0.00,0.00,0.00,0.00,3.17,0.00,0.00,0.00,0.00,5.23,0.63,0.00,0.00,0.00,0.16,21.24
Lower Shuswap,Fraser,1992,296,"2,3,4,5",13.51,0.00,0.00,17.91,0.00,4.39,0.00,6.08,1.35,0.00,0.00,4.73,4.73,0.00,0.00,0.00,0.00,0.00,0.00,2.70,0.00,0.00,0.00,5.07,4.39,0.00,0.00,0.00,0.00,35.14
Lower Shuswap,Fraser,1993,480,"2,3,4,5",7.71,1.67,0.00,12.92,0.00,9.79,0.00,1.04,0.83,0.00,0.00,7.29,1.46,0.42,0.00,0.00,0.00,0.00,0.00,0.00,4.38,0.00,0.00,8.54,3.54,0.00,0.00,0.00,0.00,40.42
Lower Shuswap,Fraser,1994,1045,"2,3,4,5",9.38,0.00,1.05,17.42,1.72,8.13,0.00,10.05,0.86,0.00,0.86,4.31,1.82,0.00,0.00,0.00,0.00,0.00,2.97,0.00,0.00,0.00,0.00,9.76,0.00,0.00,0.00,0.00,0.48,31.20
Lower Shuswap,Fraser,1995,530,"2,3,4,5",15.85,0.00,3.77,11.32,4.15,3.40,0.00,0.75,0.19,1.51,0.00,3.40,2.64,0.00,0.00,0.00,0.00,0.00,2.45,0.00,0.00,0.00,0.00,7.92,0.38,0.00,0.75,0.00,0.57,40.94
Lower Shuswap,Fraser,1996,743,"2,3,4,5",16.29,0.00,0.00,0.54,0.67,0.40,0.94,0.00,0.13,1.48,0.00,0.40,4.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.21,1.35,0.00,0.00,0.00,0.00,65.55
Lower Shuswap,Fraser,1997,608,"2,3,4,5",13.32,0.66,0.00,8.72,2.14,0.49,0.00,0.16,0.16,0.66,0.00,3.62,5.59,0.00,0.00,0.00,0.00,0.00,1.97,0.00,0.00,0.00,0.00,15.63,0.00,0.00,0.33,0.00,0.00,46.55
Lower Shuswap,Fraser,1998,754,"2,3,4,5",21.49,0.40,9.15,7.03,14.06,0.00,0.00,0.00,0.00,1.06,0.00,0.40,7.82,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,5.44,0.66,0.00,0.00,0.00,1.19,30.50
Lower Shuswap,Fraser,1999,832,"2,3,4,5",15.50,0.00,6.01,0.72,4.57,0.00,0.00,0.00,0.00,0.24,0.00,0.00,4.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.41,0.36,0.00,0.00,0.00,0.00,62.62
Lower Shuswap,Fraser,2000,718,"2,3,4,5",11.00,0.00,9.89,0.00,4.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.62,0.00,0.42,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,6.41,1.39,0.00,0.00,0.00,0.97,61.42
Lower Shuswap,Fraser,2001,1158,"2,3,4,5",8.03,1.21,0.43,0.00,0.00,0.00,0.00,0.26,0.00,1.04,0.09,0.69,9.41,0.09,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,1.47,1.55,0.00,0.26,0.00,0.00,75.30
Lower Shuswap,Fraser,2002,1561,"2,3,4,5",18.26,0.00,2.50,12.75,4.16,1.28,0.00,0.06,0.00,1.60,0.00,0.00,3.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.58,0.45,0.00,0.00,0.00,0.00,46.76
Lower Shuswap,Fraser,2003,1877,"2,3,4,5",9.80,0.85,1.60,8.10,2.45,0.00,0.00,1.28,0.00,0.43,0.00,0.00,7.09,0.21,0.00,0.11,0.00,0.00,0.48,0.00,0.00,0.00,0.00,4.53,2.34,0.00,0.00,0.00,0.00,60.74
Lower Shuswap,Fraser,2004,1156,"2,3,4,5",18.34,0.00,1.64,9.34,3.98,0.78,0.00,0.00,0.00,4.76,0.00,0.00,5.45,0.26,0.00,0.00,0.00,0.00,1.04,0.00,0.00,0.00,0.00,11.94,2.77,0.00,0.00,0.00,0.00,39.71
Lower Shuswap,Fraser,2005,824,"2,3,4,5",15.05,0.00,1.82,12.38,5.34,0.36,3.16,0.00,0.00,1.33,0.00,0.00,13.83,0.24,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,7.04,3.64,0.00,0.00,0.00,0.00,35.44
Lower Shuswap,Fraser,2006,1323,"2,3,4,5",11.94,0.00,2.72,13.23,8.16,0.30,0.91,0.00,0.00,1.66,0.00,0.00,9.83,0.23,0.00,0.00,0.00,0.00,0.76,0.00,0.00,0.00,0.00,7.18,3.10,0.00,0.00,0.00,0.83,39.15
Lower Shuswap,Fraser,2007,507,"2,3,4,5",7.69,0.20,9.47,3.55,10.06,0.00,0.99,0.00,0.00,0.00,0.00,0.39,3.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.33,5.13,0.00,0.00,0.00,0.00,53.85
Lower Shuswap,Fraser,2008,1771,"2,3,4,5",8.81,0.00,0.56,8.13,7.68,0.00,1.64,0.00,0.00,0.00,0.00,0.00,7.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.88,2.99,0.00,0.00,0.00,0.00,60.08
Lower Shuswap,Fraser,2009,1691,"2,3,4,5",9.17,0.00,1.30,6.45,3.37,0.77,2.31,0.00,0.00,0.59,0.00,0.00,8.87,0.12,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,9.99,6.15,0.00,0.00,0.00,0.24,50.38
Lower Shuswap,Fraser,2010,2026,"2,3,4,5",9.82,0.00,1.53,10.46,3.11,0.00,0.49,0.00,0.00,0.30,0.00,0.00,9.43,0.20,0.10,0.10,0.00,0.00,1.23,0.00,0.00,0.00,0.00,9.43,1.92,0.00,0.30,0.00,1.18,50.39
Lower Shuswap,Fraser,2011,1856,"2,3,4,5",8.14,0.05,1.78,7.60,4.47,1.29,0.70,0.00,0.00,0.00,0.00,1.24,8.35,0.48,0.00,0.00,0.00,0.00,0.27,0.54,0.00,0.00,0.00,9.27,2.86,0.00,0.00,0.00,0.05,52.91
Lower Shuswap,Fraser,2012,1945,"2,3,4,5",6.84,0.00,2.57,7.51,4.37,1.08,1.23,0.00,0.00,0.77,0.00,0.36,10.08,0.21,0.36,0.21,0.00,0.00,0.05,2.31,0.00,0.00,0.00,4.47,4.88,0.00,0.00,0.00,0.00,52.70
Lower Shuswap,Fraser,2013,8225,"2,3,4,5",7.36,0.15,0.46,7.49,3.51,0.22,0.97,0.01,0.00,0.29,0.00,1.62,10.31,0.58,0.05,0.00,0.00,0.00,0.28,0.68,0.00,0.00,0.00,2.48,2.04,0.00,0.04,0.00,0.91,60.55
Lower Shuswap,Fraser,2014,4669,"2,3,4,5",10.92,0.19,0.96,7.13,2.66,3.30,1.63,0.02,0.00,0.15,0.00,3.02,5.35,1.95,0.45,0.11,0.00,0.00,0.49,0.88,0.00,0.00,0.00,8.03,1.78,0.00,0.00,0.00,0.90,50.07
Lower Shuswap,Fraser,2015,5012,"2,3,4,5",6.74,0.16,0.30,3.69,1.52,0.56,1.20,0.00,0.00,0.70,0.00,0.50,7.98,2.35,0.48,0.00,0.00,0.00,0.82,1.06,0.00,0.00,0.00,2.93,3.05,0.00,0.06,0.00,1.38,64.53
Lower Shuswap,Fraser,2016,2152,"2,3,4,5",9.94,0.56,1.63,8.97,2.74,1.81,0.98,0.00,0.00,0.51,0.00,0.37,5.76,0.28,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,2.56,1.95,0.00,0.28,0.00,0.00,61.20
Lower Shuswap,Fraser,2017,3053,"2,3,4,5",12.35,0.00,1.74,7.53,3.64,1.51,2.10,0.00,0.00,0.00,0.00,0.23,10.97,0.23,0.29,0.00,0.00,0.00,0.00,0.79,0.00,0.00,0.00,2.52,1.67,0.00,0.07,0.00,0.49,53.88
Lower Shuswap,Fraser,2018,5118,"2,3,4,5",4.51,0.02,0.68,3.32,2.72,0.94,1.91,0.00,0.00,0.10,0.00,1.37,9.55,0.16,0.16,0.00,0.00,0.00,0.51,1.04,0.00,0.00,0.00,4.88,2.81,0.00,0.00,0.00,0.21,65.10
Lower Shuswap,Fraser,2019,6926,"2,3,4,5",1.75,1.10,0.43,0.22,1.37,0.38,0.26,0.00,0.00,1.01,0.00,0.45,4.27,0.09,0.04,0.00,0.00,0.00,0.36,0.42,0.00,0.00,0.00,3.41,2.87,0.00,0.00,0.00,0.90,80.68
Robertson,WCVI,1979,5453,"2,3,4,5",21.16,0.55,0.73,11.96,0.00,8.33,0.00,11.28,7.39,0.15,0.50,2.11,1.34,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,5.06,0.00,0.07,0.00,0.00,29.34
Robertson,WCVI,1980,5055,"2,3,4,5",28.29,5.70,1.07,8.53,0.00,7.38,0.18,8.72,4.59,0.00,0.00,1.21,0.44,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,9.54,3.03,0.00,0.04,0.00,0.00,21.09
Robertson,WCVI,1981,3096,"2,3,4,5",31.62,1.61,0.97,13.89,0.00,5.81,0.10,8.33,4.65,0.29,0.36,1.20,1.49,0.00,0.00,0.00,0.00,0.00,0.81,0.16,0.00,0.00,0.00,10.27,4.55,0.00,0.36,0.00,0.00,13.53
Robertson,WCVI,1982,4692,"2,3,4,5",29.16,3.52,1.60,14.75,0.00,6.07,0.13,7.10,4.54,0.00,0.15,1.28,0.90,0.04,0.00,0.00,0.00,0.00,0.49,0.11,0.00,0.00,0.00,12.57,5.84,0.00,0.11,0.00,0.02,11.64
Robertson,WCVI,1983,4084,"2,3,4,5",41.45,2.67,0.42,11.09,0.00,5.68,0.00,7.93,2.28,0.05,0.00,0.61,0.37,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,14.96,4.70,0.00,0.10,0.00,0.00,7.64
Robertson,WCVI,1984,3306,"2,3,4,5",29.98,4.14,0.09,13.76,0.00,6.68,0.00,3.93,2.69,0.00,0.00,0.79,1.06,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,14.94,14.67,0.00,0.00,0.00,0.03,7.11
Robertson,WCVI,1985,1694,"2,3,4,5",19.72,13.75,0.00,16.00,0.00,1.42,0.00,0.94,3.72,0.00,0.00,1.89,0.65,0.00,0.00,0.00,0.00,0.00,0.24,0.18,0.00,0.00,0.00,1.06,15.17,0.00,1.06,0.00,0.24,23.97
Robertson,WCVI,1986,912,"2,3,4,5",16.01,8.22,0.55,8.11,0.77,6.25,0.00,0.88,3.29,0.00,0.00,0.66,1.21,0.00,0.00,0.00,0.00,0.00,0.22,1.54,0.00,0.00,0.00,0.33,28.07,0.00,0.00,0.00,0.00,23.90
Robertson,WCVI,1987,1620,"2,3,4,5",10.56,3.21,0.99,7.41,0.00,2.65,0.19,3.46,2.28,0.00,0.00,0.93,0.93,0.00,0.00,0.00,0.00,0.00,0.25,0.12,0.00,0.00,0.00,0.00,19.51,0.00,0.00,0.00,0.06,47.47
Robertson,WCVI,1988,3160,"2,3,4,5",11.33,4.37,1.27,7.66,1.14,4.91,1.11,1.39,1.84,0.00,0.00,0.22,4.78,0.00,0.00,0.00,0.00,0.00,0.25,0.28,0.00,0.00,0.00,6.46,13.20,0.00,0.00,0.00,0.09,39.72
Robertson,WCVI,1989,6583,"2,3,4,5",10.12,7.61,0.41,9.59,0.49,2.51,1.11,1.66,1.14,0.11,0.00,0.88,1.52,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.00,0.00,0.00,16.48,16.45,0.00,0.00,0.00,0.00,29.83
Robertson,WCVI,1990,11146,"2,3,4,5",19.02,2.33,2.03,9.10,0.83,6.24,0.75,2.32,1.50,0.08,0.00,0.71,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,7.38,8.08,0.00,0.01,0.00,0.01,38.53
Robertson,WCVI,1991,13821,"2,3,4,5",19.39,2.37,3.21,9.73,0.46,4.90,0.56,2.61,0.65,0.31,0.00,1.29,1.22,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.07,0.00,0.00,13.41,12.76,0.00,0.04,0.00,0.01,26.86
Robertson,WCVI,1992,11348,"2,3,4,5",15.26,15.72,1.60,6.82,0.88,17.14,0.84,2.78,0.72,0.31,0.00,0.48,1.23,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.00,0.00,0.00,0.20,5.00,0.00,0.00,0.00,0.06,30.85
Robertson,WCVI,1993,6709,"2,3,4,5",16.01,2.10,2.40,7.68,0.80,14.68,0.82,2.15,0.36,0.21,0.00,0.72,2.43,0.00,0.10,0.00,0.00,0.00,0.01,0.07,0.00,0.00,0.00,6.83,12.34,0.00,0.01,0.00,0.01,30.26
Robertson,WCVI,1994,3789,"2,3,4,5",17.81,6.33,3.93,9.24,0.45,4.91,1.66,1.16,0.90,0.16,0.00,0.13,3.06,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,11.16,15.65,0.00,0.00,0.00,0.00,23.36
Robertson,WCVI,1995,1493,"2,3,4,5",15.20,0.00,4.29,3.08,1.88,1.61,0.80,0.33,0.40,0.00,0.00,0.13,3.75,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,5.83,7.90,0.00,0.07,0.00,0.33,54.32
Robertson,WCVI,1996,838,"2,3,4,5",8.71,0.12,4.06,2.51,0.48,0.72,0.00,0.48,0.00,1.79,0.00,0.00,3.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.15,0.00,0.00,0.00,0.00,75.89
Robertson,WCVI,1997,2217,"2,3,4,5",14.88,3.61,4.65,4.92,1.53,0.14,0.00,1.85,0.45,1.13,0.00,0.14,2.89,0.09,0.00,0.00,0.00,0.00,0.05,0.00,0.09,0.00,0.00,5.95,17.19,0.00,0.00,0.00,0.05,40.41
Robertson,WCVI,1998,3177,"2,3,4,5",17.34,1.73,5.26,5.60,2.99,0.00,1.48,0.00,0.00,0.44,0.00,0.00,4.22,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.09,16.43,0.00,0.00,0.00,0.06,40.26
Robertson,WCVI,1999,1235,"2,3,4,5",12.71,1.13,7.45,5.43,6.80,0.00,0.89,0.24,0.00,0.32,0.00,0.00,3.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.32,18.06,0.00,0.00,0.00,0.00,37.25
Robertson,WCVI,2000,219,"2,3,4,5",7.31,0.00,0.00,0.00,5.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.37
Robertson,WCVI,2001,936,"2,3,4,5",4.27,0.00,1.92,0.00,0.00,0.00,1.60,0.00,0.00,0.53,0.00,0.00,3.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.71,0.00,0.00,0.00,0.00,86.54
Robertson,WCVI,2002,2084,"2,3,4,5",13.00,0.58,1.44,3.84,2.16,0.29,1.01,0.14,0.00,1.97,0.00,0.00,2.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.01,15.16,0.00,0.00,0.00,0.00,50.82
Robertson,WCVI,2003,2980,"2,3,4,5",14.56,2.15,2.85,0.81,1.61,0.00,0.00,0.00,0.00,2.92,0.00,0.00,2.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.26,15.67,0.00,0.00,0.00,0.00,48.62
Robertson,WCVI,2004,4956,"2,3,4,5",13.50,8.31,2.40,2.72,1.55,0.14,0.56,0.00,0.00,2.91,0.00,0.00,2.99,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.52,13.42,0.00,0.00,0.00,0.30,39.61
Robertson,WCVI,2005,3142,"2,3,4,5",15.50,1.97,4.55,3.15,4.58,0.00,1.05,0.00,0.00,5.44,0.00,0.00,3.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.90,6.11,0.00,0.00,0.00,0.06,23.14
Robertson,WCVI,2006,2827,"2,3,4,5",11.53,2.55,3.89,2.58,3.04,0.00,1.84,0.00,0.00,1.87,0.00,0.00,4.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.97,10.44,0.00,0.00,0.00,0.00,33.07
Robertson,WCVI,2007,2295,"2,3,4,5",16.38,3.40,5.88,4.92,5.40,0.09,1.26,0.00,0.00,1.31,0.00,0.00,4.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.32,11.72,0.00,0.00,0.00,0.00,19.52
Robertson,WCVI,2008,1608,"2,3,4,5",10.07,0.44,2.61,2.61,2.55,0.00,0.81,0.00,0.00,2.86,0.00,0.00,2.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.15,12.75,0.00,0.00,0.00,0.00,42.66
Robertson,WCVI,2009,1418,"2,3,4,5",13.33,7.19,2.89,2.19,6.28,0.00,1.13,0.00,0.00,5.22,0.00,0.00,5.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.42,12.41,0.00,0.00,0.00,0.00,37.02
Robertson,WCVI,2010,1342,"2,3,4,5",7.82,0.30,4.02,3.20,4.77,0.67,2.01,0.00,0.00,2.53,0.00,0.00,4.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.40,3.06,0.00,0.15,0.00,0.00,62.22
Robertson,WCVI,2011,2361,"2,3,4,5",13.98,2.03,1.52,3.52,3.56,0.21,3.90,0.00,0.00,3.52,0.00,0.00,4.02,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.13,0.00,0.00,16.94,16.14,0.00,0.00,0.00,0.00,29.94
Robertson,WCVI,2012,1994,"2,3,4,5",13.44,3.61,1.20,2.86,2.56,0.15,2.01,0.00,0.00,3.16,0.00,0.00,5.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.49,15.45,0.00,0.05,0.00,0.00,35.81
Robertson,WCVI,2013,1425,"2,3,4,5",10.81,3.93,1.47,0.98,4.42,0.00,1.05,0.00,0.00,1.61,0.00,0.00,9.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.32,0.00,0.00,0.00,0.00,64.35
Robertson,WCVI,2014,2344,"2,3,4,5",14.72,2.09,3.33,1.96,2.86,0.77,4.65,0.04,0.00,1.37,0.00,0.00,5.29,0.00,0.13,0.00,0.00,0.00,0.00,0.77,0.13,0.00,0.00,0.13,4.82,0.00,0.00,0.00,0.04,56.91
Robertson,WCVI,2015,3503,"2,3,4,5",4.08,3.34,3.08,0.37,3.71,0.31,2.80,0.00,0.14,2.17,0.00,0.00,8.85,0.29,0.49,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,10.39,9.28,0.00,0.03,0.00,0.29,50.24
Robertson,WCVI,2016,5290,"2,3,4,5",14.20,5.22,4.80,1.97,3.69,0.83,0.79,0.00,0.13,3.48,0.00,0.00,7.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.73,6.47,0.00,0.00,0.00,0.11,45.46
Robertson,WCVI,2017,7394,"2,3,4,5",8.16,0.68,4.26,1.69,7.26,0.65,4.18,0.00,0.00,1.56,0.00,1.11,7.45,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.42,10.16,0.00,0.09,0.00,1.26,36.00
Robertson,WCVI,2018,8999,"2,3,4,5",5.70,0.61,1.19,4.27,6.52,1.30,4.44,0.00,0.00,2.80,0.00,0.00,6.99,0.00,0.02,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,29.24,9.83,0.00,0.02,0.00,0.39,26.61
Robertson,WCVI,2019,13303,"2,3,4,5",4.81,5.82,1.93,2.63,4.98,0.78,2.38,0.00,0.00,3.30,0.00,0.00,6.21,0.05,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.17,9.03,0.00,0.00,0.00,0.06,22.80
NWVI,WCVI,1979,5453,"2,3,4,5",21.20,0.60,0.70,12.00,0.00,8.30,0.00,11.30,7.40,0.10,0.50,2.10,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,34.40
NWVI,WCVI,1980,5055,"2,3,4,5",28.30,5.70,1.10,8.50,0.00,7.40,0.20,8.70,4.60,0.00,0.00,1.20,0.40,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.60
NWVI,WCVI,1981,3096,"2,3,4,5",31.60,1.60,1.00,13.90,0.00,5.80,0.10,8.30,4.70,0.30,0.40,1.20,1.50,0.00,0.00,0.00,0.00,0.00,0.80,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,28.40
NWVI,WCVI,1982,4692,"2,3,4,5",29.20,3.50,1.60,14.70,0.00,6.10,0.10,7.10,4.50,0.00,0.10,1.30,0.90,0.00,0.00,0.00,0.00,0.00,0.50,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,30.10
NWVI,WCVI,1983,4084,"2,3,4,5",41.50,2.70,0.40,11.10,0.00,5.70,0.00,7.90,2.30,0.00,0.00,0.60,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,27.30
NWVI,WCVI,1984,3306,"2,3,4,5",30.00,4.10,0.10,13.80,0.00,6.70,0.00,3.90,2.70,0.00,0.00,0.80,1.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.70
NWVI,WCVI,1985,1694,"2,3,4,5",19.70,13.80,0.00,16.00,0.00,1.40,0.00,0.90,3.70,0.00,0.00,1.90,0.60,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.20,0.00,1.10,0.00,0.20,40.00
NWVI,WCVI,1986,912,"2,3,4,5",16.00,8.20,0.50,8.10,0.80,6.20,0.00,0.90,3.30,0.00,0.00,0.70,1.20,0.00,0.00,0.00,0.00,0.00,0.20,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.30
NWVI,WCVI,1987,1620,"2,3,4,5",10.60,3.20,1.00,7.40,0.00,2.70,0.20,3.50,2.30,0.00,0.00,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.20,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,67.00
NWVI,WCVI,1988,3160,"2,3,4,5",11.30,4.40,1.30,7.70,1.10,4.90,1.10,1.40,1.80,0.00,0.00,0.20,4.80,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,59.40
NWVI,WCVI,1989,6583,"2,3,4,5",10.10,7.60,0.40,9.60,0.50,2.50,1.10,1.70,1.10,0.10,0.00,0.90,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.80
NWVI,WCVI,1990,11146,"2,3,4,5",19.00,2.30,2.00,9.10,0.80,6.20,0.80,2.30,1.50,0.10,0.00,0.70,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,53.90
NWVI,WCVI,1991,13821,"2,3,4,5",19.40,2.40,3.20,9.70,0.50,4.90,0.60,2.60,0.70,0.30,0.00,1.30,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00
NWVI,WCVI,1992,11348,"2,3,4,5",15.30,15.70,1.60,6.80,0.90,17.10,0.80,2.80,0.70,0.30,0.00,0.50,1.20,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,36.00
NWVI,WCVI,1993,6709,"2,3,4,5",16.00,2.10,2.40,7.70,0.80,14.70,0.80,2.10,0.40,0.20,0.00,0.70,2.40,0.00,0.10,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.40
NWVI,WCVI,1994,3789,"2,3,4,5",17.80,6.30,3.90,9.20,0.40,4.90,1.70,1.20,0.90,0.20,0.00,0.10,3.10,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.20
