recY,proj,stock,run,prod_area,stat_area,area,catch,Escape
1984,Chilliwack R,Salwein Cr,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,34.02,1025.64
1985,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,201.45,5167.33
1985,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,147.32,3850.86
1985,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,18.53,4837.73
1985,Chilliwack R,Dolly Varden Cr,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,106.6,990.18
1985,Chilliwack R,Salwein Cr,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,42.25,1656.57
1985,Chilliwack R,Salwein Cr,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,50.19,2544.96
1986,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,406.04,11878.39
1986,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,704.72,28059.83
1986,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,1318.45,21171.09
1986,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,807.93,8861.84
1987,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,383.78,3697.84
1987,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,630.73,4428.2
1987,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,501.47,4095.17
1987,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,786.98,4143.95
1987,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,824.04,3938.46
1987,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,590.65,7905.27
1987,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,1224.39,9031.15
1987,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,2402.22,10433.42
1987,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,3209,21653.25
1987,Chilliwack R,Dolly Varden Cr,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,467.18,1890.75
1987,Clearwater R Up,Lion Cr,Fall,TOMF,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,43.49,0
1985,Conuma R,Conuma R,Fall,NWVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,48.4,0
1985,Conuma R,Conuma R,Fall,NWVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,12.79,0
1986,Conuma R,Conuma R,Fall,NWVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,9.59,0
1986,Conuma R,Conuma R,Fall,NWVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,620.99,0
1986,Conuma R,Conuma R,Fall,NWVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,102.43,0
1987,Conuma R,Conuma R,Fall,NWVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,13.87,0
1987,Conuma R,Conuma R,Fall,NWVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,780.8,0
1987,Conuma R,Conuma R,Fall,NWVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,119.95,0
1987,Conuma R,Conuma R,Fall,NWVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,41.67,0
1988,Conuma R,Conuma R,Fall,NWVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,11.7,0
1987,Conuma R,Sucwoa R,Fall,NWVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,461.54,0
1987,Devereux Cr,Devereux Cr,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,41.67,0
1987,Devereux Cr,Devereux Cr,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,5.34,0
1986,Eagle R,Eagle R,Fall,TOMF,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,48.86,106.4
1987,Eagle R,Eagle R,Fall,TOMF,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,37.43,731.18
1987,Eagle R,Eagle R,Fall,TOMF,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,73.01,1338.57
1987,Eagle R,Eagle R,Fall,TOMF,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,44.93,1142.41
1987,Eagle R,Eagle R,Fall,TOMF,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,37.07,523.22
1987,Eagle R,Eagle R,Fall,TOMF,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,36.3,641.97
1988,Eagle R,Eagle R,Fall,TOMF,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,24.11,25.48
1987,Eagle R,Salmon R/TOMF,Fall,TOMF,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,53.38,790.4
1987,Eagle R,Salmon R/TOMF,Fall,TOMF,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,74.31,774.58
1983,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,7.05,34.56
1983,Inch Cr,Nicomen Sl,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,11.41,6.72
1984,Inch Cr,Siddle Cr,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,6.44,15.85
1985,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,72.71,413.37
1985,Inch Cr,Nicomen Sl,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,10.26,145.07
1985,Inch Cr,Nicomen Sl,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,26.51,1116.42
1985,Inch Cr,Norrish Cr,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,18.87,209.82
1985,Inch Cr,Siddle Cr,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,5.47,175.91
1986,Inch Cr,Blaney Cr/LWFR,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,29.54,97.59
1986,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,17.11,341.59
1986,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,12.59,362.38
1986,Inch Cr,Nicomen Sl,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,83.17,281.18
1986,Inch Cr,Norrish Cr,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,78.06,87.25
1986,Inch Cr,Siddle Cr,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,13.09,103.82
1987,Inch Cr,Blaney Cr/LWFR,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,247.87,16.17
1987,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,45.05,172.13
1987,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,122.81,531.01
1987,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,23.17,572.25
1987,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,10.43,156.82
1987,Inch Cr,Nicomen Sl,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,76.46,31.97
1987,Inch Cr,Norrish Cr,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,183.51,262.75
1987,Inch Cr,Siddle Cr,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,19.22,12.79
1987,Kanaka Cr,Kanaka Cr,Fall,LWFR,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,33.62,0
1986,Kitimat R,Kitimat R,Fall,NCST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,30.05,0
1986,Kitimat R,Kitimat R,Fall,NCST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,43.64,0
1986,L Campbell R,L Campbell R,Fall,GSMS,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,16.59,0
1988,L Campbell R,L Campbell R,Fall,GSMS,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,2.72,0
1987,L Qualicum R,L Qualicum R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,3.92,0
1987,L Qualicum R,L Qualicum R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,10.5,1.9
1987,L Qualicum R,L Qualicum R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,22.32,1.9
1983,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,23.86,0
1983,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,5.52,0
1983,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,28.3,0
1983,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,17.58,0
1984,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,26.61,0
1984,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,82.92,0
1984,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,35,0
1984,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,37.68,0
1984,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,11.44,0
1985,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,15.6,0
1985,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,78.16,0
1985,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,6.89,0
1985,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,4.81,0
1987,Nanaimo R,Millstone R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,12.55,0
1987,Nanaimo R,Millstone R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,15.12,0
1987,Nanaimo R,Millstone R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,78.96,0
1984,Nitinat R,Nitinat R,Fall,SWVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,22.06,0
1985,Nitinat R,Nitinat R,Fall,SWVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,208.96,0
1984,Noons Cr,Capilano R,Fall,GSMN,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,46.22,0
1986,P Hardy/Quatse,Cluxewe R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,10.46,0
1986,P Hardy/Quatse,Quatse R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,314.65,0
1987,P Hardy/Quatse,Cluxewe R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,162.55,0
1987,P Hardy/Quatse,Quatse R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,171.35,0
1988,P Hardy/Quatse,Quatse R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,20.89,0
1986,P Hardy/Stephens,Stephens Cr,Fall,NWVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,385.27,0
1987,P Hardy/Stephens,Stephens Cr,Fall,NWVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,43.14,0
1983,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,132.4,844.16
1983,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,578.99,3798.85
1983,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,807.72,7377.95
1983,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,901.38,7032
1984,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,916.06,4123.7
1984,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,438.64,1689.65
1984,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,611.86,10182.58
1984,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,1336.05,4993.36
1984,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,569.18,3318.23
1984,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,369.66,1722.11
1985,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,448.85,2039.79
1985,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,49.16,297.52
1985,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,93.96,499.42
1985,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,1039.26,9377.93
1985,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,605.94,10523.39
1985,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,714.42,9247.35
1985,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,797.33,7810.75
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,12.64,109.25
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,43.55,482.62
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,596.16,1885.33
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,317.88,974.46
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,98.58,549.61
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,128.61,390.81
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,184.16,1386.85
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,271.11,713.14
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,131.69,563.82
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,83.08,385.08
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,29.15,31.99
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,519.18,768.51
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,73.11,391.33
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,24.1,63.99
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,17.06,55.58
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,78.72,52.25
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,214.06,400.86
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,1022.61,1165.5
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,618.89,1598.99
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,141.95,116.68
1987,Puntledge R,Tsolum R,Fall,GSVI,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,96.61,218.6
1983,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,1308.79,5896.77
1983,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,700.41,4356.48
1983,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,642.42,2932.63
1983,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,924.37,6964.28
1983,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,290.43,788
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,132.54,418.2
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,60.45,689.4
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,38.09,633.62
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,25.22,595.15
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,18.62,395.51
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,139.48,852.53
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,70.19,627.51
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,56.06,466.83
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,84.54,399.66
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,117.66,487.69
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,504.63,5682.56
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,43.96,186.13
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,34.82,161.94
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,70.98,206.76
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,29.56,127.49
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,12.84,151.57
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,9.78,127.5
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,9.78,110.3
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,30.29,124.08
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,33.09,357.37
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,86.86,415.17
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,71.87,407.93
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,66.98,427.67
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,78.15,400.31
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,77.32,365.78
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,16.36,586.53
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,119.78,534.32
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,92.84,638.77
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,40.72,656.61
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,148.83,1371.35
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,175.98,3823.08
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,348.86,4429.23
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,39.42,622.47
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,15.99,542.65
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,11.15,444.24
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,27.13,470.96
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,15.81,401.19
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,27.13,436.05
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,26.13,521.61
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,11.18,494.19
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,18.14,381.1
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,36.78,684.37
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,16.77,568.22
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,34.91,580.2
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,32.93,468.15
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,108.2,1274.51
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,60.98,860.95
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,108.38,773.98
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,37.1,867.19
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,43.37,342.29
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,21.28,315.6
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,37.22,352.48
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,34.28,258.85
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,27.09,263.62
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,1136.63,6516.92
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,254.68,6491.38
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,329.27,6606.14
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,144.78,1215.11
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,25.17,1444.39
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,36.68,162
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,23.02,155.56
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,32.82,297.43
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,33.19,303.74
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,7.23,0
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,426.33,2793.9
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,256.56,2192.3
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,343.34,2041.55
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,387.12,2257.91
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,380.98,2250.35
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,823.78,2967.58
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,152.3,1939.67
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,366.15,2719.59
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,24.25,153.24
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,32.39,216.66
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,62.66,190.03
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,51.65,195.82
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,25.98,126.3
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 27, 127 (STAT AREA 27)-T",27/127,54.75,155.88
