Stock,Recovery Type,Year,Age 2,Age 3,Age 4,Age 5,Age 6,Total,% Age 2,% Age 3,% Age 4,% Age 5,% Age 6
Kitimat R,Catch,1987,,"2,923",,,,"2,923",0,100,0,0,0
Kitimat R,Catch,1988,,"1,732","7,887",,,"9,619",0,18,82,0,0
Kitimat R,Catch,1989,,,159,123,,282,0,0,56.4,43.6,0
Kitimat R,Catch,1990,,"1,054",,697,,"1,751",0,60.2,0,39.8,0
Kitimat R,Catch,1991,,226,"1,674",,,"1,900",0,11.9,88.1,0,0
Kitimat R,Catch,1992,,121,236,25,,382,0,31.7,61.8,6.5,0
Kitimat R,Catch,1993,,,643,,,643,0,0,100,0,0
Kitimat R,Catch,1994,,"1,165","4,218",790,,"6,173",0,18.9,68.3,12.8,0
Kitimat R,Catch,1995,,148,508,,,656,0,22.6,77.4,0,0
Kitimat R,Catch,1996,,"2,141",288,,,"2,429",0,88.1,11.9,0,0
Kitimat R,Catch,1997,,"1,081","1,171",,,"2,252",0,48,52,0,0
Kitimat R,Catch,1998,,"3,085","25,109",966,,"29,160",0,10.6,86.1,3.3,0
Kitimat R,Catch,1999,,"1,632",944,"1,153",,"3,729",0,43.8,25.3,30.9,0
Kitimat R,Catch,2000,,5,387,,,392,0,1.3,98.7,0,0
Kitimat R,Catch,2001,,"1,406","4,069",,,"5,475",0,25.7,74.3,0,0
Kitimat R,Catch,2002,,"6,390","4,533","1,173",,"12,096",0,52.8,37.5,9.7,0
Kitimat R,Catch,2003,,"4,468","21,808",385,,"26,661",0,16.8,81.8,1.4,0
Kitimat R,Escapement,1987,,"5,528",,,,"5,528",0,100,0,0,0
Kitimat R,Escapement,1988,,,"8,415",,,"8,415",0,0,100,0,0
Kitimat R,Escapement,1989,,,"9,188",158,,"9,346",0,0,98.3,1.7,0
Kitimat R,Escapement,1990,,"4,551",,"1,361",,"5,912",0,77,0,23,0
Kitimat R,Escapement,1991,,633,"6,447",,,"7,080",0,8.9,91.1,0,0
Kitimat R,Escapement,1992,,813,"39,405","4,345",,"44,563",0,1.8,88.4,9.8,0
Kitimat R,Escapement,1993,,"12,198","13,847","5,142",,"31,187",0,39.1,44.4,16.5,0
Kitimat R,Escapement,1994,,"14,396","72,338","14,902",,"101,636",0,14.2,71.2,14.7,0
Kitimat R,Escapement,1995,,"15,943","52,971","8,584","1,122","78,620",0,20.3,67.4,10.9,1.4
Kitimat R,Escapement,1996,,"31,228","13,990",832,,"46,050",0,67.8,30.4,1.8,0
Kitimat R,Escapement,1997,,"22,416","92,607",387,,"115,410",0,19.4,80.2,0.3,0
Kitimat R,Escapement,1998,,"18,721","197,648","7,113",,"223,482",0,8.4,88.4,3.2,0
Kitimat R,Escapement,1999,,"15,223","27,603","11,555",,"54,381",0,28,50.8,21.2,0
Kitimat R,Escapement,2000,,,"40,986",,,"40,986",0,0,100,0,0
Kitimat R,Escapement,2001,,"11,525","27,764",,,"39,289",0,29.3,70.7,0,0
Kitimat R,Escapement,2002,,"61,604","16,633",,,"78,237",0,78.7,21.3,0,0
Kitimat R,Escapement,2003,,74,730,,,804,0,9.2,90.8,0,0
Kitimat R,Catch + Escapement,1987,,"8,451",,,,"8,451",0,100,0,0,0
Kitimat R,Catch + Escapement,1988,,"1,732","16,302",,,"18,034",0,9.6,90.4,0,0
Kitimat R,Catch + Escapement,1989,,,"9,347",281,,"9,628",0,0,97.1,2.9,0
Kitimat R,Catch + Escapement,1990,,"5,605",,"2,058",,"7,663",0,73.1,0,26.9,0
Kitimat R,Catch + Escapement,1991,,859,"8,121",,,"8,980",0,9.6,90.4,0,0
Kitimat R,Catch + Escapement,1992,,934,"39,641","4,369",,"44,944",0,2.1,88.2,9.7,0
Kitimat R,Catch + Escapement,1993,,"12,198","14,490","5,142",,"31,830",0,38.3,45.5,16.2,0
Kitimat R,Catch + Escapement,1994,,"15,561","76,556","15,692",,"107,809",0,14.4,71,14.6,0
Kitimat R,Catch + Escapement,1995,,"16,091","53,478","8,584","1,122","79,275",0,20.3,67.5,10.8,1.4
Kitimat R,Catch + Escapement,1996,,"33,369","14,277",832,,"48,478",0,68.8,29.5,1.7,0
Kitimat R,Catch + Escapement,1997,,"23,497","93,778",387,,"117,662",0,20,79.7,0.3,0
Kitimat R,Catch + Escapement,1998,,"21,806","222,758","8,079",,"252,643",0,8.6,88.2,3.2,0
Kitimat R,Catch + Escapement,1999,,"16,855","28,547","12,708",,"58,110",0,29,49.1,21.9,0
Kitimat R,Catch + Escapement,2000,,5,"41,373",,,"41,378",0,0,100,0,0
Kitimat R,Catch + Escapement,2001,,"12,931","31,832",,,"44,763",0,28.9,71.1,0,0
Kitimat R,Catch + Escapement,2002,,"67,994","21,166","1,173",,"90,333",0,75.3,23.4,1.3,0
Kitimat R,Catch + Escapement,2003,,"4,542","22,538",385,,"27,465",0,16.5,82.1,1.4,0
Kwakusdis R,Catch,1994,,94,,,,94,0,100,0,0,0
Kwakusdis R,Catch,1995,,,190,,,190,0,0,100,0,0
Kwakusdis R,Catch,1996,,379,,4,,383,0,99,0,1,0
Kwakusdis R,Catch,1997,,,"2,349",,,"2,349",0,0,100,0,0
Kwakusdis R,Catch,1998,,390,,251,,641,0,60.8,0,39.2,0
Kwakusdis R,Catch,1999,,4,"1,004",,,"1,008",0,0.4,99.6,0,0
Kwakusdis R,Catch,2000,,,47,17,,64,0,0,73.4,26.6,0
Kwakusdis R,Catch,2001,,,,9,,9,0,0,0,100,0
Kwakusdis R,Catch + Escapement,1994,,94,,,,94,0,100,0,0,0
Kwakusdis R,Catch + Escapement,1995,,,190,,,190,0,0,100,0,0
Kwakusdis R,Catch + Escapement,1996,,379,,4,,383,0,99,0,1,0
Kwakusdis R,Catch + Escapement,1997,,,"2,349",,,"2,349",0,0,100,0,0
Kwakusdis R,Catch + Escapement,1998,,390,,251,,641,0,60.8,0,39.2,0
Kwakusdis R,Catch + Escapement,1999,,4,"1,004",,,"1,008",0,0.4,99.6,0,0
Kwakusdis R,Catch + Escapement,2000,,,47,17,,64,0,0,73.4,26.6,0
Kwakusdis R,Catch + Escapement,2001,,,,9,,9,0,0,0,100,0
L Qualicum R,Catch,1982,,"2,828",,,,"2,828",0,100,0,0,0
L Qualicum R,Catch,1983,,550,"3,363",,,"3,913",0,14.1,85.9,0,0
L Qualicum R,Catch,1984,,"3,577","6,179",888,,"10,644",0,33.6,58.1,8.3,0
L Qualicum R,Catch,1985,,"89,908","29,936",347,,"120,191",0,74.8,24.9,0.3,0
L Qualicum R,Catch,1986,,"5,225","156,305","2,886",,"164,416",0,3.2,95.1,1.8,0
L Qualicum R,Catch,1987,,"3,659","47,514","8,795",,"59,968",0,6.1,79.2,14.7,0
L Qualicum R,Catch,1988,,"6,268","44,969","9,437",,"60,674",0,10.3,74.1,15.6,0
L Qualicum R,Catch,1989,,"15,264","16,074","9,939",986,"42,263",0,36.1,38,23.5,2.3
L Qualicum R,Catch,1990,,"1,383","90,261","2,355",118,"94,117",0,1.5,95.9,2.5,0.1
L Qualicum R,Catch,1991,,"1,188","10,418","11,456",,"23,062",0,5.2,45.2,49.7,0
L Qualicum R,Catch,1992,,"5,154","115,316","8,916",,"129,386",0,4,89.1,6.9,0
L Qualicum R,Catch,1993,,"5,900","67,012","30,456",,"103,368",0,5.7,64.8,29.5,0
L Qualicum R,Catch,1994,,"7,476","79,035","21,427","1,904","109,842",0,6.8,72,19.5,1.7
L Qualicum R,Catch,1995,,,"3,672","4,884",,"8,556",0,0,42.9,57.1,0
L Qualicum R,Catch,1996,,523,,,,523,0,100,0,0,0
L Qualicum R,Catch,1997,,,920,,,920,0,0,100,0,0
L Qualicum R,Catch,1998,65,"6,125","91,210","5,094",,"102,494",0.1,6,89,5,0
L Qualicum R,Catch,1999,,,473,476,,949,0,0,49.8,50.2,0
L Qualicum R,Catch,2000,,,343,,,343,0,0,100,0,0
L Qualicum R,Catch,2001,,40,702,186,,928,0,4.3,75.6,20,0
L Qualicum R,Catch,2002,,"1,069","9,233",671,,"10,973",0,9.7,84.1,6.1,0
L Qualicum R,Catch,2003,,,"10,517",357,,"10,874",0,0,96.7,3.3,0
L Qualicum R,Catch,2004,,"1,792",,"2,254",,"4,046",0,44.3,0,55.7,0
L Qualicum R,Catch,2005,,575,"7,319",,,"7,894",0,7.3,92.7,0,0
L Qualicum R,Catch,2006,,629,"3,402",77,,"4,108",0,15.3,82.8,1.9,0
L Qualicum R,Catch,2007,,819,"1,421",108,,"2,348",0,34.9,60.5,4.6,0
L Qualicum R,Catch,2008,,,337,216,,553,0,0,60.9,39.1,0
L Qualicum R,Catch,2009,,,"1,712",,,"1,712",0,0,100,0,0
L Qualicum R,Catch,2010,,,"1,611",145,,"1,756",0,0,91.7,8.3,0
L Qualicum R,Catch,2011,,,"28,821","1,023",,"29,844",0,0,96.6,3.4,0
L Qualicum R,Catch,2012,,"2,396","3,518","5,693",,"11,607",0,20.6,30.3,49,0
L Qualicum R,Catch,2013,,119,"4,777",262,,"5,158",0,2.3,92.6,5.1,0
L Qualicum R,Catch,2014,,"1,495","1,343",712,,"3,550",0,42.1,37.8,20.1,0
L Qualicum R,Catch,2016,,,"79,984","13,467",,"93,451",0,0,85.6,14.4,0
L Qualicum R,Escapement,1982,,"12,272",,,,"12,272",0,100,0,0,0
L Qualicum R,Escapement,1983,,"2,606","21,515",,,"24,121",0,10.8,89.2,0,0
L Qualicum R,Escapement,1984,,"18,268","6,688",602,,"25,558",0,71.5,26.2,2.4,0
L Qualicum R,Escapement,1985,,"45,303","15,604",,,"60,907",0,74.4,25.6,0,0
L Qualicum R,Escapement,1986,,"1,977","76,452",511,,"78,940",0,2.5,96.8,0.6,0
L Qualicum R,Escapement,1987,,651,"22,143","6,107",,"28,901",0,2.3,76.6,21.1,0
L Qualicum R,Escapement,1988,,"1,438","29,290","8,683",,"39,411",0,3.6,74.3,22,0
L Qualicum R,Escapement,1989,,"20,434","19,571","7,925",254,"48,184",0,42.4,40.6,16.4,0.5
L Qualicum R,Escapement,1990,,819,"57,939","3,616",,"62,374",0,1.3,92.9,5.8,0
L Qualicum R,Escapement,1991,,"11,205","26,199","9,828",1,"47,233",0,23.7,55.5,20.8,0
L Qualicum R,Escapement,1992,,"2,971","34,510","2,621",,"40,102",0,7.4,86.1,6.5,0
L Qualicum R,Escapement,1993,,779,"48,904","22,431",,"72,114",0,1.1,67.8,31.1,0
L Qualicum R,Escapement,1994,,"8,176","69,951","14,945",156,"93,228",0,8.8,75,16,0.2
L Qualicum R,Escapement,1995,,178,"19,609","11,794",,"31,581",0,0.6,62.1,37.3,0
L Qualicum R,Escapement,1996,,"8,849","3,019","2,791",,"14,659",0,60.4,20.6,19,0
L Qualicum R,Escapement,1997,,"5,496","22,996","2,711",,"31,203",0,17.6,73.7,8.7,0
L Qualicum R,Escapement,1998,,"2,218","35,618","3,997",,"41,833",0,5.3,85.1,9.6,0
L Qualicum R,Escapement,1999,,961,"7,145","5,864",,"13,970",0,6.9,51.1,42,0
L Qualicum R,Escapement,2000,,267,"3,667",240,,"4,174",0,6.4,87.9,5.7,0
L Qualicum R,Escapement,2001,,"6,782","6,556",452,,"13,790",0,49.2,47.5,3.3,0
L Qualicum R,Escapement,2002,,"1,167","10,649",424,,"12,240",0,9.5,87,3.5,0
L Qualicum R,Escapement,2003,,,"9,062",468,,"9,530",0,0,95.1,4.9,0
L Qualicum R,Escapement,2004,,256,,157,121,534,0,47.9,0,29.4,22.7
L Qualicum R,Escapement,2005,,704,"9,265",,52,"10,021",0,7,92.5,0,0.5
L Qualicum R,Escapement,2006,,"2,557","1,675",201,,"4,433",0,57.7,37.8,4.5,0
L Qualicum R,Escapement,2007,,141,"5,196",,,"5,337",0,2.6,97.4,0,0
L Qualicum R,Escapement,2008,,976,"3,750","1,814",,"6,540",0,14.9,57.3,27.7,0
L Qualicum R,Escapement,2009,,"1,225","10,511",730,169,"12,635",0,9.7,83.2,5.8,1.3
L Qualicum R,Escapement,2010,,"2,667","7,915",409,,"10,991",0,24.3,72,3.7,0
L Qualicum R,Escapement,2011,,59,"28,395",688,,"29,142",0,0.2,97.4,2.4,0
L Qualicum R,Escapement,2012,,"3,688","10,444","19,435",,"33,567",0,11,31.1,57.9,0
L Qualicum R,Escapement,2013,,480,"7,280",927,284,"8,971",0,5.4,81.2,10.3,3.2
L Qualicum R,Escapement,2014,,396,"3,864","2,091",,"6,351",0,6.2,60.8,32.9,0
L Qualicum R,Escapement,2015,,"15,670","109,210","1,125",,"126,005",0,12.4,86.7,0.9,0
L Qualicum R,Escapement,2016,,"3,546","67,292","7,417",,"78,255",0,4.5,86,9.5,0
L Qualicum R,Escapement,2017,,,,"27,155",,"27,155",0,0,0,100,0
L Qualicum R,Catch + Escapement,1982,,"15,100",,,,"15,100",0,100,0,0,0
L Qualicum R,Catch + Escapement,1983,,"3,156","24,878",,,"28,034",0,11.3,88.7,0,0
L Qualicum R,Catch + Escapement,1984,,"21,845","12,867","1,490",,"36,202",0,60.3,35.5,4.1,0
L Qualicum R,Catch + Escapement,1985,,"135,211","45,540",347,,"181,098",0,74.7,25.1,0.2,0
L Qualicum R,Catch + Escapement,1986,,"7,202","232,757","3,397",,"243,356",0,3,95.6,1.4,0
L Qualicum R,Catch + Escapement,1987,,"4,310","69,657","14,902",,"88,869",0,4.8,78.4,16.8,0
L Qualicum R,Catch + Escapement,1988,,"7,706","74,259","18,120",,"100,085",0,7.7,74.2,18.1,0
L Qualicum R,Catch + Escapement,1989,,"35,698","35,645","17,863","1,240","90,446",0,39.5,39.4,19.7,1.4
L Qualicum R,Catch + Escapement,1990,,"2,202","148,200","5,971",118,"156,491",0,1.4,94.7,3.8,0.1
L Qualicum R,Catch + Escapement,1991,,"12,393","36,617","21,284",1,"70,295",0,17.6,52.1,30.3,0
L Qualicum R,Catch + Escapement,1992,,"8,125","149,826","11,537",,"169,488",0,4.8,88.4,6.8,0
L Qualicum R,Catch + Escapement,1993,,"6,680","115,916","52,887",,"175,483",0,3.8,66.1,30.1,0
L Qualicum R,Catch + Escapement,1994,,"15,652","148,986","36,372","2,060","203,070",0,7.7,73.4,17.9,1
L Qualicum R,Catch + Escapement,1995,,178,"23,281","16,678",,"40,137",0,0.4,58,41.6,0
L Qualicum R,Catch + Escapement,1996,,"9,372","3,019","2,791",,"15,182",0,61.7,19.9,18.4,0
L Qualicum R,Catch + Escapement,1997,,"5,496","23,916","2,711",,"32,123",0,17.1,74.5,8.4,0
L Qualicum R,Catch + Escapement,1998,65,"8,343","126,827","9,092",,"144,327",0,5.8,87.9,6.3,0
L Qualicum R,Catch + Escapement,1999,,961,"7,618","6,339",,"14,918",0,6.4,51.1,42.5,0
L Qualicum R,Catch + Escapement,2000,,267,"4,010",240,,"4,517",0,5.9,88.8,5.3,0
L Qualicum R,Catch + Escapement,2001,,"6,822","7,258",637,,"14,717",0,46.4,49.3,4.3,0
L Qualicum R,Catch + Escapement,2002,,"2,236","19,883","1,095",,"23,214",0,9.6,85.7,4.7,0
L Qualicum R,Catch + Escapement,2003,,,"19,579",825,,"20,404",0,0,96,4,0
L Qualicum R,Catch + Escapement,2004,,"2,047",,"2,411",121,"4,579",0,44.7,0,52.7,2.6
L Qualicum R,Catch + Escapement,2005,,"1,279","16,583",,52,"17,914",0,7.1,92.6,0,0.3
L Qualicum R,Catch + Escapement,2006,,"3,186","5,077",279,,"8,542",0,37.3,59.4,3.3,0
L Qualicum R,Catch + Escapement,2007,,960,"6,617",108,,"7,685",0,12.5,86.1,1.4,0
L Qualicum R,Catch + Escapement,2008,,976,"4,087","2,030",,"7,093",0,13.8,57.6,28.6,0
L Qualicum R,Catch + Escapement,2009,,"1,225","12,223",730,169,"14,344",0,8.5,85.2,5.1,1.2
L Qualicum R,Catch + Escapement,2010,,"2,667","9,525",554,,"12,746",0,20.9,74.7,4.4,0
L Qualicum R,Catch + Escapement,2011,,59,"57,216","1,711",,"58,986",0,0.1,97,2.9,0
L Qualicum R,Catch + Escapement,2012,,"6,084","13,962","25,128",,"45,174",0,13.5,30.9,55.6,0
L Qualicum R,Catch + Escapement,2013,,599,"12,057","1,189",284,"14,129",0,4.2,85.4,8.4,2
L Qualicum R,Catch + Escapement,2014,,"1,891","5,207","2,802",,"9,900",0,19.1,52.6,28.3,0
L Qualicum R,Catch + Escapement,2015,,"15,670","109,210","1,125",,"126,005",0,12.4,86.7,0.9,0
L Qualicum R,Catch + Escapement,2016,,"3,546","147,276","20,883",,"171,705",0,2.1,85.8,12.2,0
L Qualicum R,Catch + Escapement,2017,,,,"27,155",,"27,155",0,0,0,100,0
Lang Ch,Catch,2000,,26,218,,,244,0,10.7,89.3,0,0
Lang Ch,Catch,2001,,,98,3,,101,0,0,97,3,0
Lang Ch,Escapement,2001,,,6,,,6,0,0,100,0,0
Lang Ch,Catch + Escapement,2000,,26,218,,,244,0,10.7,89.3,0,0
Lang Ch,Catch + Escapement,2001,,,104,3,,107,0,0,97.2,2.8,0
Lang Cr,Catch,1998,,,870,,,870,0,0,100,0,0
Lang Cr,Catch,2000,,148,"1,139",,52,"1,339",0,11.1,85.1,0,3.9
Lang Cr,Catch,2001,,,559,13,,572,0,0,97.7,2.3,0
Lang Cr,Escapement,1997,,264,,,,264,0,100,0,0,0
Lang Cr,Escapement,1998,,,234,,,234,0,0,100,0,0
Lang Cr,Escapement,2001,,,32,,,32,0,0,100,0,0
Lang Cr,Catch + Escapement,1997,,264,,,,264,0,100,0,0,0
Lang Cr,Catch + Escapement,1998,,,"1,104",,,"1,104",0,0,100,0,0
Lang Cr,Catch + Escapement,2000,,148,"1,139",,52,"1,339",0,11.1,85.1,0,3.9
Mathers Cr,Catch,1984,,"2,094",787,,,"2,881",0,72.7,27.3,0,0
Mathers Cr,Catch,1985,,504,"5,569",44,,"6,117",0,8.2,91,0.7,0
Mathers Cr,Catch,1986,,280,"1,365",181,,"1,826",0,15.3,74.8,9.9,0
Mathers Cr,Catch,1987,,,"2,692",709,,"3,401",0,0,79.2,20.8,0
Mathers Cr,Catch,1988,,"1,013",,371,,"1,384",0,73.2,0,26.8,0
Mathers Cr,Catch,1989,,391,"3,035",,,"3,426",0,11.4,88.6,0,0
Mathers Cr,Catch,1990,,313,"4,631","2,027",,"6,971",0,4.5,66.4,29.1,0
Mathers Cr,Catch,1991,,334,"4,160",824,,"5,318",0,6.3,78.2,15.5,0
Mathers Cr,Catch,1992,,,"1,431",113,,"1,544",0,0,92.7,7.3,0
Mathers Cr,Catch,1993,,374,"15,709",684,39,"16,806",0,2.2,93.5,4.1,0.2
Mathers Cr,Catch,1994,,294,"4,798","1,759",,"6,851",0,4.3,70,25.7,0
Mathers Cr,Catch,1995,,"1,985",743,983,,"3,711",0,53.5,20,26.5,0
Mathers Cr,Catch,1996,,"3,024","5,702",47,,"8,773",0,34.5,65,0.5,0
Mathers Cr,Catch,1997,,779,"6,478",,,"7,257",0,10.7,89.3,0,0
Mathers Cr,Catch,1998,,"3,341","10,416","1,864",,"15,621",0,21.4,66.7,11.9,0
Mathers Cr,Catch,1999,,"1,326","5,258","1,319",,"7,903",0,16.8,66.5,16.7,0
Mathers Cr,Catch,2000,,,"9,039",985,,"10,024",0,0,90.2,9.8,0
Mathers Cr,Catch,2001,,,"1,324",35,,"1,359",0,0,97.4,2.6,0
Mathers Cr,Catch,2002,,,,"3,957",,"3,957",0,0,0,100,0
Mathers Cr,Escapement,1983,,965,,,,965,0,100,0,0,0
Mathers Cr,Escapement,1984,,"2,924","1,104",,,"4,028",0,72.6,27.4,0,0
Mathers Cr,Escapement,1985,,451,"2,896",12,,"3,359",0,13.4,86.2,0.4,0
Mathers Cr,Escapement,1986,,565,"1,946",128,,"2,639",0,21.4,73.7,4.9,0
Mathers Cr,Escapement,1987,,,"1,112",279,,"1,391",0,0,79.9,20,0
Mathers Cr,Escapement,1988,,215,,57,15,287,0,74.9,0,20,5.2
Mathers Cr,Escapement,1989,,360,"7,530",,,"7,890",0,4.6,95.4,0,0
Mathers Cr,Escapement,1990,,298,"3,629","1,673",,"5,600",0,5.3,64.8,29.9,0
Mathers Cr,Escapement,1991,,368,"1,437",216,,"2,021",0,18.2,71.1,10.7,0
Mathers Cr,Escapement,1992,,875,"2,251",235,,"3,361",0,26,67,7,0
Mathers Cr,Escapement,1993,,663,"7,549",311,,"8,523",0,7.8,88.6,3.6,0
Mathers Cr,Escapement,1994,,211,"4,082","1,610",16,"5,919",0,3.6,69,27.2,0.3
Mathers Cr,Escapement,1995,,"1,691",714,876,66,"3,347",0,50.5,21.3,26.2,2
Mathers Cr,Escapement,1996,,"1,936","1,893",64,27,"3,920",0,49.4,48.3,1.6,0.7
Mathers Cr,Escapement,1997,,,"4,799",,,"4,799",0,0,100,0,0
Mathers Cr,Catch + Escapement,1983,,965,,,,965,0,100,0,0,0
Mathers Cr,Catch + Escapement,1984,,"5,018","1,891",,,"6,909",0,72.6,27.4,0,0
Mathers Cr,Catch + Escapement,1985,,955,"8,465",56,,"9,476",0,10.1,89.3,0.6,0
Mathers Cr,Catch + Escapement,1986,,845,"3,311",309,,"4,465",0,18.9,74.2,6.9,0
Mathers Cr,Catch + Escapement,1987,,,"3,804",988,,"4,792",0,0,79.4,20.6,0
Mathers Cr,Catch + Escapement,1988,,"1,228",,428,15,"1,671",0,73.5,0,25.6,0.9
Mathers Cr,Catch + Escapement,1989,,751,"10,565",,,"11,316",0,6.6,93.4,0,0
Mathers Cr,Catch + Escapement,1990,,611,"8,260","3,699",,"12,570",0,4.9,65.7,29.4,0
Mathers Cr,Catch + Escapement,1991,,701,"5,597","1,040",,"7,338",0,9.6,76.3,14.2,0
Mathers Cr,Catch + Escapement,1992,,875,"3,682",348,,"4,905",0,17.8,75.1,7.1,0
Mathers Cr,Catch + Escapement,1993,,"1,037","23,258",995,39,"25,329",0,4.1,91.8,3.9,0.2
Mathers Cr,Catch + Escapement,1994,,504,"8,880","3,368",16,"12,768",0,3.9,69.5,26.4,0.1
Mathers Cr,Catch + Escapement,1995,,"3,676","1,457","1,859",66,"7,058",0,52.1,20.6,26.3,0.9
Mathers Cr,Catch + Escapement,1996,,"4,961","7,595",111,27,"12,694",0,39.1,59.8,0.9,0.2
Mathers Cr,Catch + Escapement,1997,,779,"11,277",,,"12,056",0,6.5,93.5,0,0
Mathers Cr,Catch + Escapement,1998,,"3,341","10,416","1,864",,"15,621",0,21.4,66.7,11.9,0
Mathers Cr,Catch + Escapement,1999,,"1,326","5,258","1,319",,"7,903",0,16.8,66.5,16.7,0
Mathers Cr,Catch + Escapement,2000,,,"9,039",985,,"10,024",0,0,90.2,9.8,0
Mathers Cr,Catch + Escapement,2001,,,"1,324",35,,"1,359",0,0,97.4,2.6,0
Mathers Cr,Catch + Escapement,2002,,,,"3,957",,"3,957",0,0,0,100,0
McLoughlin Bay Cr,Catch,1990,,"2,987",,,,"2,987",0,100,0,0,0
McLoughlin Bay Cr,Catch,1991,,826,"8,283",,,"9,109",0,9.1,90.9,0,0
McLoughlin Bay Cr,Catch,1992,15,,"4,875",562,,"5,452",0.3,0,89.4,10.3,0
McLoughlin Bay Cr,Catch,1993,36,"9,189",,"1,064",,"10,289",0.3,89.3,0,10.3,0
McLoughlin Bay Cr,Catch,1994,,"13,052","5,569",,187,"18,808",0,69.4,29.6,0,1
McLoughlin Bay Cr,Catch,1995,,,"6,415",540,,"6,955",0,0,92.2,7.8,0
McLoughlin Bay Cr,Catch,1996,,,,18,24,42,0,0,0,42.9,57.1
McLoughlin Bay Cr,Catch,1999,,"3,387",,,,"3,387",0,100,0,0,0
McLoughlin Bay Cr,Catch,2000,,795,"4,498",,,"5,293",0,15,85,0,0
McLoughlin Bay Cr,Catch,2001,,"6,234","3,042",896,,"10,172",0,61.3,29.9,8.8,0
McLoughlin Bay Cr,Catch,2002,,,698,167,,865,0,0,80.7,19.3,0
McLoughlin Bay Cr,Catch,2015,,"3,066","48,925",,,"51,991",0,5.9,94.1,0,0
McLoughlin Bay Cr,Catch,2016,,"3,387","1,383",468,,"5,238",0,64.7,26.4,8.9,0
McLoughlin Bay Cr,Escapement,1995,,,536,32,,568,0,0,94.4,5.6,0
McLoughlin Bay Cr,Escapement,1996,,,,30,,30,0,0,0,100,0
McLoughlin Bay Cr,Escapement,2015,,,"2,190",,,"2,190",0,0,100,0,0
McLoughlin Bay Cr,Catch + Escapement,1990,,"2,987",,,,"2,987",0,100,0,0,0
McLoughlin Bay Cr,Catch + Escapement,1991,,826,"8,283",,,"9,109",0,9.1,90.9,0,0
McLoughlin Bay Cr,Catch + Escapement,1992,15,,"4,875",562,,"5,452",0.3,0,89.4,10.3,0
McLoughlin Bay Cr,Catch + Escapement,1993,36,"9,189",,"1,064",,"10,289",0.3,89.3,0,10.3,0
McLoughlin Bay Cr,Catch + Escapement,1994,,"13,052","5,569",,187,"18,808",0,69.4,29.6,0,1
McLoughlin Bay Cr,Catch + Escapement,1995,,,"6,951",573,,"7,524",0,0,92.4,7.6,0
McLoughlin Bay Cr,Catch + Escapement,1996,,,,48,24,72,0,0,0,66.7,33.3
McLoughlin Bay Cr,Catch + Escapement,1999,,"3,387",,,,"3,387",0,100,0,0,0
McLoughlin Bay Cr,Catch + Escapement,2000,,795,"4,498",,,"5,293",0,15,85,0,0
McLoughlin Bay Cr,Catch + Escapement,2001,,"6,234","3,042",896,,"10,172",0,61.3,29.9,8.8,0
McLoughlin Bay Cr,Catch + Escapement,2002,,,698,167,,865,0,0,80.7,19.3,0
McLoughlin Bay Cr,Catch + Escapement,2015,,"3,066","51,115",,,"54,181",0,5.7,94.3,0,0
McLoughlin Bay Cr,Catch + Escapement,2016,,"3,387","1,383",468,,"5,238",0,64.7,26.4,8.9,0
Necleetsconnay R,Catch,1984,,"1,627",,,,"1,627",0,100,0,0,0
Necleetsconnay R,Catch,1985,,"2,194","4,929",,,"7,123",0,30.8,69.2,0,0
Necleetsconnay R,Catch,1986,,"6,739","24,564",154,,"31,457",0,21.4,78.1,0.5,0
Necleetsconnay R,Catch,1987,,562,"34,979","5,727",,"41,268",0,1.4,84.8,13.9,0
Necleetsconnay R,Catch,1988,137,"2,285","17,881","9,885",443,"30,631",0.4,7.5,58.4,32.3,1.4
Necleetsconnay R,Catch,1989,,"13,067","4,719","3,161",,"20,947",0,62.4,22.5,15.1,0
Necleetsconnay R,Catch,1990,,"1,074","15,412",410,77,"16,973",0,6.3,90.8,2.4,0.5
Necleetsconnay R,Catch,1991,,"1,502","2,618","2,250",,"6,370",0,23.6,41.1,35.3,0
Necleetsconnay R,Catch,1992,,,"3,552",54,,"3,606",0,0,98.5,1.5,0
Necleetsconnay R,Catch,1993,,"1,492",,453,,"1,945",0,76.7,0,23.3,0
Necleetsconnay R,Catch,1994,,"1,545","3,594",,36,"5,175",0,29.9,69.4,0,0.7
Necleetsconnay R,Catch,1995,,,"10,536",461,,"10,997",0,0,95.8,4.2,0
Necleetsconnay R,Catch,1996,,,,187,,187,0,0,0,100,0
Necleetsconnay R,Escapement,1984,,495,,,,495,0,100,0,0,0
Necleetsconnay R,Escapement,1985,,732,"1,777",,,"2,509",0,29.2,70.8,0,0
Necleetsconnay R,Escapement,1986,,215,"2,334",62,,"2,611",0,8.2,89.4,2.4,0
Necleetsconnay R,Escapement,1987,,,"2,230",380,,"2,610",0,0,85.4,14.6,0
Necleetsconnay R,Escapement,1988,,25,270,537,,832,0,3,32.5,64.5,0
Necleetsconnay R,Escapement,1989,,83,"1,063",183,14,"1,343",0,6.2,79.2,13.6,1
Necleetsconnay R,Escapement,1990,,,840,55,,895,0,0,93.9,6.1,0
Necleetsconnay R,Escapement,1991,,21,107,,,128,0,16.4,83.6,0,0
Necleetsconnay R,Escapement,1992,,,426,100,,526,0,0,81,19,0
